,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,Id,KitchenAbvGr,KitchenQual,LotArea,LotConfig,LotFrontage,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscVal,MoSold,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,CentralAir_N,CentralAir_Y,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,Street_Grvl,Street_Pave,Utilities_AllPub,Utilities_ELO,Utilities_NoSeWa,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,target1
268,778,0,0,2,0.0,3.0,1.0,403.0,125.0,5.0,3.0,0.0,0.0,2.0,212.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,4.0,1,1.0,1,7.0,924.0,1.0,5.0,3.0,5.0,1.0,1966.0,778,0,1.0,4.0,269,1,2.0,6900,4.0,71.0,0,30,0.0,0.0,5.0,0,2,25,6,5,2.0,0,0.0,1.0,1.0,4.0,8.0,0,4,740.0,0,1940,1955,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,120500
269,1113,0,0,3,0.0,4.0,1.0,751.0,0.0,4.0,1.0,1.0,0.0,2.0,392.0,2.0,2.0,4.0,0,3.0,2.0,0.0,0.0,2.0,1,1.0,1,7.0,504.0,1.0,4.0,2.0,3.0,5.0,1987.0,1113,1,1.0,2.0,270,1,2.0,7917,0.0,68.0,0,20,1.0,174.0,4.0,0,5,30,7,6,2.0,0,0.0,1.0,3.0,4.0,8.0,0,6,1143.0,370,1976,1976,2007,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,148000
270,1095,844,0,3,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1095.0,2.0,2.0,4.0,0,2.0,3.0,0.0,0.0,4.0,1,2.0,2,7.0,1053.0,3.0,3.0,2.0,3.0,5.0,2006.0,1939,1,1.0,3.0,271,1,3.0,10728,4.0,84.0,0,60,3.0,0.0,1.0,0,8,51,5,8,2.0,0,0.0,1.0,1.0,5.0,6.0,0,8,1095.0,192,2006,2006,2006,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,266000
271,1363,0,0,2,0.0,3.0,4.0,226.0,1063.0,2.0,6.0,1.0,0.0,3.0,96.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,3.0,2,1.0,1,4.0,439.0,2.0,3.0,1.0,3.0,5.0,1954.0,1363,0,1.0,4.0,272,1,2.0,39104,1.0,73.0,0,20,1.0,0.0,2.0,0,4,0,7,7,2.0,0,0.0,2.0,0.0,4.0,8.0,0,5,1385.0,81,1954,2005,2008,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,241500
272,1164,1106,0,4,0.0,3.0,1.0,524.0,0.0,6.0,1.0,0.0,0.0,3.0,628.0,2.0,2.0,4.0,0,2.0,3.0,0.0,0.0,4.0,1,2.0,2,7.0,671.0,3.0,3.0,3.0,3.0,5.0,1999.0,2270,1,1.0,4.0,273,1,3.0,11764,1.0,92.0,0,60,1.0,348.0,6.0,0,4,57,7,8,2.0,0,0.0,1.0,1.0,4.0,8.0,0,9,1152.0,132,1999,2007,2010,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,290000
273,1632,0,0,3,0.0,3.0,1.0,620.0,620.0,3.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,4.0,0,2.0,2.0,0.0,0.0,4.0,1,1.0,2,5.0,338.0,1.0,3.0,2.0,3.0,5.0,1958.0,1632,0,1.0,3.0,274,1,2.0,9600,4.0,80.0,0,20,1.0,183.0,3.0,0,4,0,6,6,2.0,0,0.0,1.0,3.0,4.0,8.0,0,6,1240.0,289,1958,1988,2009,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,139000
274,816,0,0,2,0.0,3.0,4.0,546.0,0.0,5.0,1.0,0.0,0.0,2.0,270.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,0.0,0,1.0,1,7.0,264.0,1.0,3.0,1.0,3.0,5.0,1982.0,816,0,1.0,2.0,275,1,2.0,8314,0.0,76.0,0,20,1.0,0.0,5.0,0,6,0,7,5,2.0,0,0.0,1.0,1.0,4.0,8.0,0,5,816.0,168,1982,1982,2007,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,124500
275,952,596,0,3,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,952.0,2.0,2.0,4.0,0,3.0,3.0,0.0,0.0,0.0,0,0.0,2,7.0,672.0,2.0,3.0,1.0,3.0,1.0,1978.0,1548,1,2.0,3.0,276,1,4.0,7264,4.0,55.0,0,50,1.0,0.0,1.0,0,10,0,7,7,2.0,0,0.0,1.0,1.0,4.0,8.0,144,5,952.0,74,1925,2007,2009,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,205000
276,1560,0,0,3,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1560.0,2.0,2.0,4.0,0,2.0,3.0,0.0,0.0,0.0,0,2.0,2,7.0,573.0,2.0,3.0,3.0,3.0,5.0,2003.0,1560,0,1.0,4.0,277,1,3.0,9196,4.0,129.0,0,20,1.0,0.0,1.0,0,4,150,5,7,2.0,0,0.0,1.0,1.0,4.0,8.0,0,7,1560.0,100,2003,2003,2010,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,201000
277,864,0,0,2,0.0,3.0,1.0,120.0,0.0,2.0,1.0,0.0,0.0,2.0,744.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,0.0,0,1.0,1,7.0,400.0,2.0,3.0,1.0,3.0,1.0,1951.0,864,0,1.0,4.0,278,1,2.0,19138,0.0,140.0,0,20,1.0,0.0,2.0,0,6,0,5,4,2.0,0,0.0,1.0,1.0,4.0,8.0,0,4,864.0,0,1951,1951,2010,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,141000
278,2121,0,0,3,0.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2121.0,2.0,2.0,4.0,0,2.0,4.0,0.0,0.0,5.0,1,2.0,2,7.0,732.0,3.0,3.0,3.0,3.0,5.0,2007.0,2121,1,1.0,4.0,279,1,4.0,14450,4.0,107.0,0,20,1.0,315.0,1.0,0,5,98,5,9,2.0,0,0.0,1.0,1.0,5.0,6.0,142,8,2121.0,124,2006,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,415298
279,1156,866,0,4,0.0,3.0,1.0,392.0,0.0,4.0,1.0,0.0,0.0,3.0,768.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,3.0,1,1.0,2,7.0,505.0,2.0,3.0,3.0,3.0,5.0,1977.0,2022,1,1.0,4.0,280,1,2.0,10005,4.0,83.0,0,60,1.0,299.0,4.0,0,3,117,5,7,2.0,0,0.0,1.0,3.0,4.0,8.0,0,8,1160.0,288,1977,1977,2008,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,192000
280,1175,807,196,3,0.0,3.0,3.0,421.0,0.0,6.0,1.0,0.0,0.0,3.0,386.0,2.0,2.0,4.0,0,2.0,3.0,0.0,0.0,3.0,1,1.0,2,7.0,575.0,2.0,3.0,3.0,3.0,5.0,1989.0,1982,1,1.0,3.0,281,1,3.0,11287,4.0,82.0,0,60,1.0,340.0,6.0,0,1,84,6,7,2.0,0,0.0,1.0,1.0,4.0,8.0,0,7,807.0,0,1989,1989,2007,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,228500
281,1262,0,0,2,0.0,3.0,1.0,905.0,0.0,6.0,1.0,0.0,0.0,3.0,357.0,2.0,2.0,4.0,0,2.0,3.0,0.0,0.0,0.0,0,2.0,2,7.0,572.0,2.0,3.0,3.0,3.0,5.0,2006.0,1262,0,1.0,3.0,282,1,3.0,7200,4.0,60.0,0,20,3.0,68.0,6.0,0,5,120,5,6,2.0,0,0.0,1.0,1.0,5.0,6.0,0,5,1262.0,0,2006,2006,2006,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,185000
282,1314,0,0,2,3.0,3.0,1.0,904.0,0.0,6.0,1.0,1.0,0.0,3.0,410.0,2.0,2.0,4.0,0,2.0,3.0,3.0,3.0,4.0,1,2.0,2,7.0,626.0,2.0,3.0,2.0,3.0,5.0,2008.0,1314,0,1.0,4.0,283,1,3.0,5063,4.0,34.0,0,120,1.0,166.0,6.0,0,4,62,5,7,2.0,0,0.0,1.0,1.0,4.0,5.0,0,6,1314.0,172,2007,2008,2009,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,207500
283,1468,0,0,3,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1468.0,1.0,2.0,4.0,0,2.0,3.0,0.0,0.0,4.0,1,2.0,2,7.0,898.0,3.0,3.0,3.0,3.0,5.0,2008.0,1468,0,1.0,4.0,284,1,3.0,9612,4.0,74.0,0,20,1.0,72.0,1.0,0,12,150,5,8,2.0,0,0.0,1.0,1.0,5.0,6.0,0,6,1468.0,210,2008,2009,2009,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,244600
284,1575,0,0,2,4.0,3.0,1.0,430.0,0.0,6.0,1.0,1.0,0.0,3.0,1145.0,2.0,2.0,4.0,52,2.0,3.0,4.0,4.0,0.0,0,2.0,2,7.0,529.0,2.0,3.0,2.0,3.0,5.0,1992.0,1575,0,1.0,3.0,285,1,3.0,8012,4.0,50.0,0,120,1.0,0.0,6.0,0,7,0,5,6,2.0,0,0.0,1.0,1.0,4.0,8.0,0,5,1575.0,0,1992,1992,2007,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,179200
285,625,625,0,2,4.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,625.0,2.0,2.0,4.0,0,2.0,3.0,4.0,4.0,0.0,0,2.0,2,7.0,528.0,2.0,3.0,2.0,3.0,1.0,2006.0,1250,1,1.0,4.0,286,1,3.0,4251,4.0,35.0,0,160,3.0,0.0,1.0,0,6,54,5,7,2.0,0,0.0,1.0,1.0,5.0,6.0,0,5,625.0,0,2006,2007,2007,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,164700
286,1085,649,0,3,0.0,3.0,1.0,600.0,0.0,3.0,1.0,0.0,0.0,2.0,312.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,4.0,1,1.0,1,7.0,440.0,2.0,3.0,2.0,3.0,5.0,1962.0,1734,1,1.0,2.0,287,1,3.0,9786,4.0,77.0,0,50,1.0,0.0,3.0,0,6,0,7,6,2.0,0,0.0,1.0,1.0,4.0,8.0,128,7,912.0,0,1962,1981,2006,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,159000
287,858,0,0,3,0.0,3.0,1.0,614.0,0.0,4.0,1.0,0.0,0.0,2.0,244.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,0.0,0,1.0,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,858,0,1.0,2.0,288,1,2.0,8125,0.0,68.0,0,20,1.0,0.0,4.0,0,6,0,4,4,2.0,0,0.0,1.0,1.0,4.0,8.0,0,5,858.0,0,1971,1971,2006,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,88000
288,900,0,0,3,0.0,3.0,1.0,450.0,0.0,4.0,1.0,0.0,0.0,2.0,432.0,2.0,2.0,4.0,0,3.0,2.0,0.0,0.0,0.0,0,1.0,1,7.0,280.0,1.0,3.0,1.0,3.0,1.0,1970.0,900,0,1.0,2.0,289,1,2.0,9819,4.0,68.0,0,20,1.0,31.0,4.0,0,2,0,5,5,2.0,0,0.0,1.0,1.0,4.0,8.0,0,5,882.0,0,1967,1967,2010,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,122000
289,698,698,0,3,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,698.0,6.0,2.0,0.0,0,2.0,2.0,0.0,0.0,0.0,0,0.0,1,7.0,384.0,1.0,3.0,1.0,3.0,1.0,2003.0,1396,0,1.0,4.0,290,1,2.0,8730,4.0,60.0,0,70,1.0,0.0,1.0,0,7,0,7,6,2.0,0,0.0,1.0,1.0,4.0,8.0,259,7,698.0,0,1915,2003,2007,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,153575
290,1079,840,0,3,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1079.0,2.0,2.0,4.0,0,2.0,3.0,0.0,0.0,4.0,1,2.0,2,7.0,685.0,2.0,3.0,2.0,4.0,5.0,2006.0,1919,1,1.0,4.0,291,1,3.0,15611,4.0,120.0,0,60,1.0,0.0,1.0,0,7,51,5,8,2.0,0,0.0,1.0,1.0,5.0,6.0,0,8,1079.0,0,2006,2006,2006,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,233230
291,936,780,0,6,1.0,2.0,1.0,210.0,0.0,3.0,1.0,1.0,0.0,2.0,570.0,2.0,2.0,4.0,0,1.0,2.0,1.0,1.0,0.0,0,2.0,2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,1716,0,1.0,4.0,292,1,1.0,5687,4.0,55.0,0,190,1.0,0.0,3.0,0,3,184,6,5,1.0,0,0.0,1.0,1.0,4.0,8.0,0,9,780.0,0,1912,2000,2008,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,135900
292,1148,568,0,3,0.0,3.0,1.0,292.0,0.0,2.0,1.0,0.0,0.0,2.0,476.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,4.0,1,1.0,1,6.0,281.0,1.0,3.0,1.0,3.0,5.0,1949.0,1716,1,1.0,3.0,293,1,2.0,11409,4.0,60.0,0,50,1.0,0.0,2.0,0,1,0,4,5,2.0,0,0.0,1.0,1.0,4.0,8.0,160,8,768.0,0,1949,2008,2009,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,131000
293,1468,795,0,3,0.0,3.0,1.0,795.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,3.0,2.0,4.0,0,2.0,2.0,0.0,0.0,3.0,1,1.0,2,7.0,539.0,2.0,3.0,3.0,3.0,5.0,1977.0,2263,1,1.0,1.0,294,1,3.0,16659,0.0,68.0,0,60,1.0,34.0,5.0,0,3,250,7,7,2.0,0,0.0,1.0,1.0,4.0,8.0,0,9,795.0,0,1977,1994,2006,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,235000
294,1644,0,0,3,0.0,3.0,1.0,1285.0,0.0,6.0,1.0,1.0,0.0,2.0,131.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,4.0,2,1.0,1,7.0,418.0,2.0,3.0,3.0,3.0,5.0,1953.0,1644,0,1.0,2.0,295,1,2.0,9600,4.0,80.0,0,20,1.0,238.0,6.0,0,10,0,5,6,2.0,0,0.0,1.0,3.0,4.0,8.0,0,7,1416.0,110,1953,1953,2009,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,167000
295,1003,0,0,3,0.0,3.0,3.0,819.0,0.0,6.0,1.0,1.0,0.0,2.0,184.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,0.0,0,1.0,1,7.0,588.0,2.0,3.0,1.0,3.0,1.0,1984.0,1003,0,1.0,2.0,296,1,2.0,7937,1.0,37.0,0,80,1.0,0.0,6.0,0,3,0,6,6,2.0,0,0.0,1.0,1.0,4.0,8.0,0,6,1003.0,120,1984,1984,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,142500
296,910,648,0,4,0.0,3.0,1.0,420.0,0.0,4.0,1.0,0.0,0.0,2.0,490.0,2.0,2.0,0.0,0,2.0,2.0,0.0,0.0,0.0,0,1.0,1,7.0,282.0,1.0,3.0,1.0,3.0,5.0,1950.0,1558,1,1.0,2.0,297,1,2.0,13710,4.0,75.0,0,50,0.0,0.0,4.0,0,6,0,5,5,2.0,0,0.0,1.0,1.0,4.0,8.0,0,6,910.0,289,1950,1950,2007,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,152000
297,975,975,0,3,0.0,3.0,1.0,649.0,0.0,4.0,1.0,0.0,0.0,3.0,326.0,2.0,2.0,4.0,0,2.0,3.0,0.0,0.0,3.0,1,2.0,2,7.0,576.0,2.0,3.0,2.0,3.0,1.0,1997.0,1950,1,1.0,4.0,298,1,3.0,7399,4.0,66.0,0,60,3.0,1600.0,4.0,0,6,10,5,7,2.0,0,0.0,1.0,3.0,4.0,8.0,198,7,975.0,0,1997,1998,2007,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,239000
298,1041,702,0,3,0.0,3.0,1.0,384.0,175.0,5.0,3.0,0.0,1.0,2.0,143.0,2.0,2.0,4.0,0,2.0,3.0,0.0,0.0,4.0,1,1.0,1,7.0,539.0,2.0,3.0,1.0,3.0,5.0,1968.0,1743,2,1.0,3.0,299,1,2.0,11700,4.0,90.0,0,60,1.0,365.0,5.0,0,6,0,6,6,2.0,0,0.0,1.0,4.0,4.0,8.0,0,7,702.0,224,1968,1968,2007,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,175000
299,1152,0,0,3,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1092.0,2.0,2.0,4.0,0,3.0,2.0,0.0,0.0,4.0,1,1.0,1,7.0,300.0,1.0,3.0,1.0,3.0,5.0,1950.0,1152,0,1.0,4.0,300,1,3.0,14000,4.0,80.0,0,20,1.0,0.0,1.0,0,8,36,8,6,2.0,0,0.0,1.0,1.0,3.0,8.0,0,6,1092.0,0,1950,2004,2009,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,158500
300,1336,0,0,2,1.0,3.0,2.0,841.0,0.0,4.0,1.0,1.0,0.0,2.0,324.0,2.0,2.0,4.0,0,2.0,2.0,1.0,1.0,4.0,2,1.0,1,7.0,375.0,1.0,3.0,1.0,3.0,5.0,1953.0,1336,0,1.0,2.0,301,1,2.0,15750,0.0,90.0,0,190,1.0,56.0,4.0,0,6,0,5,5,2.0,0,0.0,1.0,3.0,4.0,8.0,0,5,1165.0,0,1953,1953,2006,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,157000
301,1210,1242,0,4,0.0,3.0,1.0,281.0,0.0,6.0,1.0,0.0,0.0,3.0,747.0,2.0,2.0,4.0,0,2.0,3.0,0.0,0.0,3.0,1,2.0,2,7.0,683.0,2.0,3.0,3.0,3.0,3.0,1998.0,2452,1,1.0,4.0,302,1,3.0,16226,4.0,66.0,0,60,1.0,0.0,6.0,0,5,50,5,8,2.0,0,0.0,1.0,1.0,4.0,8.0,0,9,1028.0,208,1998,1999,2007,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,267000
302,1541,0,0,3,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1541.0,2.0,2.0,4.0,0,2.0,3.0,0.0,0.0,3.0,1,2.0,2,7.0,843.0,3.0,3.0,2.0,3.0,5.0,2001.0,1541,0,1.0,4.0,303,1,3.0,13704,0.0,118.0,0,20,1.0,150.0,1.0,0,1,81,5,7,2.0,0,0.0,1.0,1.0,4.0,8.0,0,6,1541.0,468,2001,2002,2006,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,205000
303,894,0,0,3,0.0,3.0,1.0,894.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,0.0,0,2.0,1,7.0,552.0,2.0,3.0,1.0,3.0,5.0,1975.0,894,0,1.0,2.0,304,1,2.0,9800,0.0,70.0,0,20,1.0,0.0,5.0,0,7,0,7,5,2.0,0,0.0,1.0,1.0,0.0,8.0,0,5,894.0,256,1972,1972,2006,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,149900
304,1675,1818,0,3,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1470.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,5.0,1,0.0,3,7.0,870.0,3.0,3.0,1.0,3.0,5.0,2003.0,3493,0,1.0,4.0,305,1,3.0,18386,4.0,87.0,0,75,0.0,0.0,1.0,0,5,0,9,7,2.0,0,0.0,1.0,1.0,4.0,8.0,0,10,1470.0,302,1880,2002,2008,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,295000
305,2000,0,0,3,0.0,3.0,1.0,1464.0,0.0,6.0,1.0,1.0,0.0,3.0,536.0,2.0,2.0,4.0,0,2.0,3.0,0.0,0.0,0.0,0,2.0,2,7.0,888.0,3.0,3.0,3.0,3.0,5.0,2004.0,2000,0,1.0,4.0,306,1,3.0,10386,4.0,80.0,0,20,1.0,246.0,6.0,0,7,0,5,8,2.0,0,0.0,1.0,1.0,4.0,8.0,0,8,2000.0,168,2004,2005,2007,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,305900
306,1122,1121,0,4,0.0,3.0,1.0,700.0,0.0,5.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,4.0,224,2.0,3.0,0.0,0.0,3.0,1,1.0,2,7.0,746.0,3.0,3.0,2.0,3.0,5.0,1990.0,2243,1,1.0,3.0,307,1,3.0,13474,4.0,116.0,0,60,1.0,246.0,5.0,0,6,44,5,7,2.0,0,0.0,1.0,1.0,4.0,8.0,0,8,700.0,127,1990,1991,2007,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,225000
307,1035,371,0,3,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,319.0,0.0,2.0,0.0,0,1.0,2.0,0.0,0.0,0.0,0,1.0,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,1406,0,1.0,2.0,308,1,1.0,7920,4.0,68.0,0,50,0.0,0.0,1.0,0,3,144,7,6,1.0,0,0.0,1.0,1.0,4.0,8.0,0,6,319.0,0,1920,1950,2008,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,89500
308,861,0,0,1,0.0,3.0,1.0,262.0,0.0,4.0,1.0,0.0,0.0,2.0,599.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,0.0,0,1.0,1,7.0,539.0,2.0,3.0,1.0,3.0,1.0,1961.0,861,0,1.0,4.0,309,1,2.0,12342,4.0,68.0,0,30,1.0,0.0,4.0,0,3,0,5,4,2.0,0,0.0,1.0,1.0,4.0,8.0,0,4,861.0,158,1940,1950,2009,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,82500
309,1944,0,0,3,0.0,3.0,4.0,1274.0,0.0,6.0,1.0,1.0,0.0,4.0,622.0,2.0,2.0,4.0,0,2.0,3.0,0.0,0.0,5.0,3,2.0,2,7.0,708.0,3.0,3.0,3.0,3.0,5.0,2003.0,1944,0,1.0,4.0,310,1,4.0,12378,4.0,90.0,0,20,1.0,0.0,6.0,0,11,175,5,9,2.0,0,0.0,1.0,1.0,4.0,8.0,0,8,1896.0,208,2003,2004,2006,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,360000
310,697,804,0,3,0.0,3.0,1.0,518.0,0.0,5.0,1.0,0.0,0.0,3.0,179.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,3.0,1,2.0,2,7.0,420.0,2.0,3.0,3.0,3.0,5.0,1993.0,1501,1,1.0,3.0,311,1,3.0,7685,4.0,68.0,0,60,1.0,112.0,5.0,0,5,63,5,6,2.0,0,0.0,1.0,1.0,4.0,8.0,0,6,697.0,190,1993,1994,2006,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,165600
311,972,0,0,2,0.0,3.0,1.0,680.0,0.0,5.0,1.0,1.0,0.0,2.0,292.0,2.0,2.0,4.0,0,3.0,2.0,0.0,0.0,4.0,1,1.0,1,7.0,240.0,1.0,3.0,1.0,3.0,1.0,1948.0,972,0,1.0,4.0,312,1,2.0,8000,4.0,50.0,0,20,1.0,0.0,5.0,0,5,0,6,6,2.0,0,0.0,1.0,1.0,4.0,8.0,0,5,972.0,0,1948,2002,2009,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,132000
312,793,325,0,3,1.0,3.0,2.0,507.0,0.0,3.0,1.0,1.0,0.0,3.0,286.0,0.0,2.0,4.0,0,2.0,2.0,1.0,1.0,4.0,1,1.0,1,7.0,410.0,2.0,3.0,1.0,3.0,1.0,1939.0,1118,0,1.0,2.0,313,1,2.0,7800,4.0,65.0,0,190,0.0,0.0,3.0,0,5,0,7,5,2.0,0,0.0,1.0,1.0,4.0,8.0,271,5,793.0,0,1939,1950,2006,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,119900
